product_id,brand,title,description,category,subcategory,gender,color,material,fit,sleeve,pattern,price,health_score,health_classification,attribute_completeness_score,title_quality_score,description_quality_score,category_consistency_score,missing_attributes,quality_issues
PROD_018,Soch,Soch Men's White Cotton Printed Kurtas,"Elevate your wardrobe with this white kurtas from Soch. Crafted from premium cotton fabric offering superior comfort and durability. Features printed design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Kurtas,Ethnic Kurta,Men,White,Cotton,Straight,Full Sleeve,Printed,1299.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_019,Taavi,Taavi Women's Grey Cotton Checked Kurtas,"Elevate your wardrobe with this grey kurtas from Taavi. Crafted from premium cotton fabric offering superior comfort and durability. Features checked design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Kurtas,Anarkali Kurta,Women,Grey,Cotton,Relaxed,Short Sleeve,Checked,2199.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_020,W,W Women's Beige Cotton Embroidered Kurtas,"Elevate your wardrobe with this beige kurtas from W. Crafted from premium cotton fabric offering superior comfort and durability. Features embroidered design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Kurtas,Anarkali Kurta,Women,Beige,Cotton,Wide Leg,Full Sleeve,Embroidered,2999.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_021,Wrogn,Wrogn Men's White Cotton Floral Shirts,"Elevate your wardrobe with this white shirts from Wrogn. Crafted from premium cotton fabric offering superior comfort and durability. Features floral design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Formal Shirt,Men,White,Cotton,Regular,Sleeveless,Floral,1199.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_022,Peter England,Men's Shirts,"Elevate your wardrobe with this white shirts from Peter England. Crafted from premium cotton fabric offering superior comfort and durability. Features checked design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Formal Shirt,Men,White,Cotton,Skinny,Half Sleeve,Checked,899.0,87.5,Excellent,100.0,50.0,100.0,100.0,[],"[""Title is too brief (< 20 characters)"", ""Brand 'peter england' not found in title"", ""Title lacks key descriptive modifiers (color, fit, or material)""]"
PROD_023,Highlander,Highlander Men's White Cotton Printed Shirts,Nice shirts for daily wear.,Shirts,Formal Shirt,Men,White,Cotton,Slim,Sleeveless,Printed,899.0,84.0,Good,100.0,100.0,20.0,100.0,[],"[""Description is missing or critically inadequate (< 30 characters)"", ""Description does not specify fabric / material details""]"
PROD_024,Louis Philippe,Louis Philippe Men's White Cotton Striped Shirts,"Elevate your wardrobe with this white shirts from Louis Philippe. Crafted from premium cotton fabric offering superior comfort and durability. Features striped design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Formal Shirt,Men,White,Cotton,Regular,Full Sleeve,Striped,1499.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_025,Allen Solly,Allen Solly Men's White Cotton Solid Shirts,"Elevate your wardrobe with this white shirts from Allen Solly. Crafted from premium cotton fabric offering superior comfort and durability. Features solid design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Formal Shirt,Men,White,Cotton,Skinny,Full Sleeve,Solid,1999.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_026,Roadster,Roadster Men's White Cotton Checked Shirts,"Elevate your wardrobe with this white shirts from Roadster. Crafted from premium cotton fabric offering superior comfort and durability. Features checked design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Formal Shirt,Men,White,Cotton,Slim,Short Sleeve,Checked,1199.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_027,Wrogn,Wrogn Men's White Cotton Embroidered Shirts,"Elevate your wardrobe with this white shirts from Wrogn. Crafted from premium cotton fabric offering superior comfort and durability. Features embroidered design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Formal Shirt,Men,White,Cotton,Slim,Long Sleeve,Embroidered,1199.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_028,Highlander,Highlander Men's White Cotton Floral Shirts,"Elevate your wardrobe with this white shirts from Highlander. Crafted from premium cotton fabric offering superior comfort and durability. Features floral design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Formal Shirt,Men,White,Cotton,Wide Leg,Sleeveless,Floral,1999.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_029,Roadster,Roadster Men's Blue Cotton Solid Shirts,"Elevate your wardrobe with this blue shirts from Roadster. Crafted from premium cotton fabric offering superior comfort and durability. Features solid design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Formal Shirt,Men,Blue,Cotton,Regular,Sleeveless,Solid,1199.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_030,Louis Philippe,Louis Philippe Men's Blue Cotton Printed Shirts,"Elevate your wardrobe with this blue shirts from Louis Philippe. Crafted from premium cotton fabric offering superior comfort and durability. Features printed design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Formal Shirt,Men,Blue,Cotton,Regular,Full Sleeve,Printed,899.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_031,Roadster,Roadster Men's Blue Cotton Striped Shirts,"Elevate your wardrobe with this blue shirts from Roadster. Crafted from premium cotton fabric offering superior comfort and durability. Features striped design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Formal Shirt,Men,Blue,Cotton,Skinny,Half Sleeve,Striped,1999.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_032,Allen Solly,Allen Solly Men's Blue Cotton Checked Shirts,"Elevate your wardrobe with this blue shirts from Allen Solly. Crafted from premium cotton fabric offering superior comfort and durability. Features checked design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Formal Shirt,Men,Blue,Cotton,Wide Leg,Long Sleeve,Checked,1999.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_033,Allen Solly,Allen Solly Men's Olive Denim Printed Shirts,"Elevate your wardrobe with this olive shirts from Allen Solly. Crafted from premium denim fabric offering superior comfort and durability. Features printed design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Casual Shirt,Men,Olive,,Straight,,Printed,899.0,92.08,Excellent,83.33,95.0,100.0,100.0,"[""material"", ""sleeve""]","[""Missing required attributes: material, sleeve""]"
PROD_034,Roadster,Roadster Men's Brown Denim Floral Shirts,"Elevate your wardrobe with this brown shirts from Roadster. Crafted from premium denim fabric offering superior comfort and durability. Features floral design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Casual Shirt,Men,Brown,,Oversized,,Floral,1999.0,92.08,Excellent,83.33,95.0,100.0,100.0,"[""material"", ""sleeve""]","[""Missing required attributes: material, sleeve""]"
PROD_035,Highlander,Highlander Men's Black Cotton Embroidered Shirts,"Elevate your wardrobe with this black shirts from Highlander. Crafted from premium cotton fabric offering superior comfort and durability. Features embroidered design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Casual Shirt,Men,Black,,Regular,,Embroidered,1499.0,92.08,Excellent,83.33,95.0,100.0,100.0,"[""material"", ""sleeve""]","[""Missing required attributes: material, sleeve""]"
PROD_036,Roadster,Roadster Men's Navy Linen Floral Shirts,"Elevate your wardrobe with this navy shirts from Roadster. Crafted from premium linen fabric offering superior comfort and durability. Features floral design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Casual Shirt,Men,Navy,,Slim,,Floral,1199.0,92.08,Excellent,83.33,95.0,100.0,100.0,"[""material"", ""sleeve""]","[""Missing required attributes: material, sleeve""]"
PROD_037,Peter England,Peter England Men's Blue Polyester Solid Shirts,"Elevate your wardrobe with this blue shirts from Peter England. Crafted from premium polyester fabric offering superior comfort and durability. Features solid design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Casual Shirt,Men,Blue,Polyester,Relaxed,Half Sleeve,Solid,1999.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_038,Louis Philippe,Louis Philippe Men's White Cotton Solid Shirts,"Elevate your wardrobe with this white shirts from Louis Philippe. Crafted from premium cotton fabric offering superior comfort and durability. Features solid design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Casual Shirt,Men,White,Cotton,Wide Leg,Long Sleeve,Solid,899.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_039,Allen Solly,Allen Solly Women's Blue Denim Printed Shirts,"Elevate your wardrobe with this blue shirts from Allen Solly. Crafted from premium denim fabric offering superior comfort and durability. Features printed design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Casual Shirt,Women,Blue,Denim,Relaxed,Short Sleeve,Printed,1999.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_040,Roadster,Roadster Women's Blue Denim Striped Shirts,"Elevate your wardrobe with this blue shirts from Roadster. Crafted from premium denim fabric offering superior comfort and durability. Features striped design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Shirts,Casual Shirt,Women,Blue,Denim,Regular,Short Sleeve,Striped,1999.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_041,Spykar,Spykar Men's Blue Cotton Printed Jeans,"Elevate your wardrobe with this blue jeans from Spykar. Crafted from premium cotton fabric offering superior comfort and durability. Features printed design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Slim Fit Jeans,Men,Blue,Cotton,Slim,,Printed,2499.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_042,Flying Machine,Men's Jeans,"Elevate your wardrobe with this blue jeans from Flying Machine. Crafted from premium denim fabric offering superior comfort and durability. Features striped design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Slim Fit Jeans,Men,Blue,Denim,Slim,,Striped,1299.0,83.75,Good,100.0,35.0,100.0,100.0,[],"[""Title is critically short / incomplete (< 12 characters)"", ""Brand 'flying machine' not found in title"", ""Title lacks key descriptive modifiers (color, fit, or material)""]"
PROD_043,Levi's,Levi's Men's Blue Cotton Checked Jeans,Nice jeans for daily wear.,Jeans,Slim Fit Jeans,Men,Blue,Cotton,Slim,,Checked,1799.0,84.0,Good,100.0,100.0,20.0,100.0,[],"[""Description is missing or critically inadequate (< 30 characters)"", ""Description does not specify fabric / material details""]"
PROD_044,Levi's,Levi's Men's Blue Denim Printed Jeans,"Elevate your wardrobe with this blue jeans from Levi's. Crafted from premium denim fabric offering superior comfort and durability. Features printed design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Slim Fit Jeans,Men,Blue,Denim,Slim,,Printed,1299.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_045,Jack & Jones,Jack & Jones Men's Blue Denim Solid Jeans,"Elevate your wardrobe with this blue jeans from Jack & Jones. Crafted from premium denim fabric offering superior comfort and durability. Features solid design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Slim Fit Jeans,Men,Blue,Denim,Slim,,Solid,1799.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_046,Jack & Jones,Jack & Jones Men's Blue Denim Solid Jeans,"Elevate your wardrobe with this blue jeans from Jack & Jones. Crafted from premium denim fabric offering superior comfort and durability. Features solid design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Slim Fit Jeans,Men,Blue,Denim,Slim,,Solid,3299.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_047,Pepe Jeans,Pepe Jeans Men's Blue Cotton Printed Jeans,"Elevate your wardrobe with this blue jeans from Pepe Jeans. Crafted from premium cotton fabric offering superior comfort and durability. Features printed design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Slim Fit Jeans,Men,Blue,Cotton,Slim,,Printed,2499.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_048,Flying Machine,Flying Machine Men's Blue Cotton Embroidered Jeans,"Elevate your wardrobe with this blue jeans from Flying Machine. Crafted from premium cotton fabric offering superior comfort and durability. Features embroidered design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Slim Fit Jeans,Men,Blue,Cotton,Slim,,Embroidered,2499.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_049,Roadster,Roadster Men's Green Denim Floral Jeans,"Elevate your wardrobe with this green jeans from Roadster. Crafted from premium denim fabric offering superior comfort and durability. Features floral design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Slim Fit Jeans,Men,Green,Denim,Regular,,Floral,1299.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_050,Levi's,Levi's Men's Beige Denim Striped Jeans,"Elevate your wardrobe with this beige jeans from Levi's. Crafted from premium denim fabric offering superior comfort and durability. Features striped design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Slim Fit Jeans,Men,Beige,Denim,Skinny,,Striped,1799.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_051,Spykar,Spykar Men's White Denim Striped Jeans,"Elevate your wardrobe with this white jeans from Spykar. Crafted from premium denim fabric offering superior comfort and durability. Features striped design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Slim Fit Jeans,Men,White,Denim,Oversized,,Striped,1799.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_052,Roadster,Roadster Men's Beige Cotton Embroidered Jeans,"Elevate your wardrobe with this beige jeans from Roadster. Crafted from premium cotton fabric offering superior comfort and durability. Features embroidered design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Slim Fit Jeans,Men,Beige,Cotton,Skinny,,Embroidered,1299.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_053,Pepe Jeans,Pepe Jeans Women's Beige Cotton Solid Jeans,"Elevate your wardrobe with this beige jeans from Pepe Jeans. Crafted from premium cotton fabric offering superior comfort and durability. Features solid design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Wide Leg Jeans,Women,Beige,Cotton,,,Solid,1799.0,96.0,Excellent,90.0,100.0,100.0,100.0,"[""fit""]","[""Missing required attributes: fit""]"
PROD_054,Spykar,Spykar Women's White Denim Checked Jeans,"Elevate your wardrobe with this white jeans from Spykar. Crafted from premium denim fabric offering superior comfort and durability. Features checked design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Wide Leg Jeans,Women,White,Denim,,,Checked,1799.0,96.0,Excellent,90.0,100.0,100.0,100.0,"[""fit""]","[""Missing required attributes: fit""]"
PROD_055,Spykar,Spykar Women's Red Denim Striped Jeans,"Elevate your wardrobe with this red jeans from Spykar. Crafted from premium denim fabric offering superior comfort and durability. Features striped design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Wide Leg Jeans,Women,Red,Denim,,,Striped,1799.0,96.0,Excellent,90.0,100.0,100.0,100.0,"[""fit""]","[""Missing required attributes: fit""]"
PROD_056,Pepe Jeans,Pepe Jeans Women's Brown Cotton Floral Jeans,"Elevate your wardrobe with this brown jeans from Pepe Jeans. Crafted from premium cotton fabric offering superior comfort and durability. Features floral design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Wide Leg Jeans,Women,Brown,Cotton,,,Floral,2499.0,96.0,Excellent,90.0,100.0,100.0,100.0,"[""fit""]","[""Missing required attributes: fit""]"
PROD_057,Levi's,Levi's Women's White Cotton Striped Jeans,"Elevate your wardrobe with this white jeans from Levi's. Crafted from premium cotton fabric offering superior comfort and durability. Features striped design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Wide Leg Jeans,Women,White,Cotton,,,Striped,1299.0,96.0,Excellent,90.0,100.0,100.0,100.0,"[""fit""]","[""Missing required attributes: fit""]"
PROD_058,Levi's,Levi's Women's Green Denim Striped Jeans,"Elevate your wardrobe with this green jeans from Levi's. Crafted from premium denim fabric offering superior comfort and durability. Features striped design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Wide Leg Jeans,Women,Green,Denim,,,Striped,1799.0,96.0,Excellent,90.0,100.0,100.0,100.0,"[""fit""]","[""Missing required attributes: fit""]"
PROD_059,Pepe Jeans,Pepe Jeans Women's Pink Cotton Solid Jeans,"Elevate your wardrobe with this pink jeans from Pepe Jeans. Crafted from premium cotton fabric offering superior comfort and durability. Features solid design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Wide Leg Jeans,Women,Pink,Cotton,,,Solid,1299.0,96.0,Excellent,90.0,100.0,100.0,100.0,"[""fit""]","[""Missing required attributes: fit""]"
PROD_060,Levi's,Levi's Women's Maroon Denim Solid Jeans,"Elevate your wardrobe with this maroon jeans from Levi's. Crafted from premium denim fabric offering superior comfort and durability. Features solid design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Jeans,Wide Leg Jeans,Women,Maroon,Denim,,,Solid,2499.0,96.0,Excellent,90.0,100.0,100.0,100.0,"[""fit""]","[""Missing required attributes: fit""]"
PROD_061,AND,AND Women's Pink Silk Solid Dresses,"Elevate your wardrobe with this pink dresses from AND. Crafted from premium silk fabric offering superior comfort and durability. Features solid design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Dresses,Maxi Dress,Women,Pink,Silk,Relaxed,Half Sleeve,Solid,2499.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_062,Biba,Women's Dresses,"Elevate your wardrobe with this pink dresses from Biba. Crafted from premium cotton fabric offering superior comfort and durability. Features embroidered design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Dresses,Midi Dress,Women,Pink,Cotton,Oversized,Half Sleeve,Embroidered,1899.0,87.5,Excellent,100.0,50.0,100.0,100.0,[],"[""Title is too brief (< 20 characters)"", ""Brand 'biba' not found in title"", ""Title lacks key descriptive modifiers (color, fit, or material)""]"
PROD_063,MANGO,MANGO Women's Pink Polyester Floral Dresses,Nice dresses for daily wear.,Dresses,Maxi Dress,Women,Pink,Polyester,Straight,Long Sleeve,Floral,1899.0,84.0,Good,100.0,100.0,20.0,100.0,[],"[""Description is missing or critically inadequate (< 30 characters)"", ""Description does not specify fabric / material details""]"
PROD_064,Tokyo Talkies,Tokyo Talkies Women's Pink Silk Printed Dresses,"Elevate your wardrobe with this pink dresses from Tokyo Talkies. Crafted from premium silk fabric offering superior comfort and durability. Features printed design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Dresses,Midi Dress,Women,Pink,Silk,Relaxed,Full Sleeve,Printed,2499.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_065,Forever 21,Forever 21 Women's Pink Silk Embroidered Dresses,"Elevate your wardrobe with this pink dresses from Forever 21. Crafted from premium silk fabric offering superior comfort and durability. Features embroidered design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Dresses,Maxi Dress,Women,Pink,Silk,Oversized,Half Sleeve,Embroidered,1299.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_066,Forever 21,Forever 21 Women's Pink Viscose Floral Dresses,"Elevate your wardrobe with this pink dresses from Forever 21. Crafted from premium viscose fabric offering superior comfort and durability. Features floral design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Dresses,Midi Dress,Women,Pink,Viscose,Slim,Half Sleeve,Floral,2499.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_067,Biba,Biba Women's Pink Silk Embroidered Dresses,"Elevate your wardrobe with this pink dresses from Biba. Crafted from premium silk fabric offering superior comfort and durability. Features embroidered design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Dresses,Maxi Dress,Women,Pink,Silk,Slim,Full Sleeve,Embroidered,1899.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
PROD_068,Forever 21,Forever 21 Women's Pink Polyester Striped Dresses,"Elevate your wardrobe with this pink dresses from Forever 21. Crafted from premium polyester fabric offering superior comfort and durability. Features striped design, suitable for casual outings and daily wear. Wash care: Machine wash cold with similar colors.",Dresses,Midi Dress,Women,Pink,Polyester,Straight,Full Sleeve,Striped,2499.0,100.0,Excellent,100.0,100.0,100.0,100.0,[],[]
